id,first_name,last_name,gender,current_year,current_college,shs_strand,first_choice,second_choice,third_choice,current_course,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,result,Different_Course
825,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,0,0
826,,,,,,,,,,,2,3,4,4,1,2,3,3,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,4,2,0,1
827,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,4,4,4,2,3,3,2,2,4,3,3,3,3,4,0,0
828,,,,,,,,,,,4,4,4,4,1,3,3,3,2,4,3,3,4,2,2,3,4,3,3,2,3,2,3,3,3,0,0
829,,,,,,,,,,,4,4,4,3,1,3,2,3,2,3,4,4,2,2,2,3,3,3,4,3,3,3,3,4,4,0,1
830,,,,,,,,,,,3,4,3,3,1,4,4,4,2,4,2,3,4,2,2,4,4,3,4,2,4,3,4,2,3,0,0
831,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2,2,3,1,4,3,0,1
832,,,,,,,,,,,4,3,3,3,1,4,4,4,2,3,3,3,2,2,3,3,3,2,2,3,3,1,3,3,3,0,0
833,,,,,,,,,,,4,3,4,2,1,4,4,4,2,4,3,2,1,1,2,4,4,3,1,1,4,3,3,4,2,0,0
834,,,,,,,,,,,4,3,3,4,1,1,3,1,2,1,2,3,3,3,2,2,1,1,2,2,3,3,3,4,3,0,1
835,,,,,,,,,,,3,3,4,4,1,3,4,3,2,4,2,3,4,1,2,3,4,3,2,2,3,3,2,3,2,0,0
836,,,,,,,,,,,4,3,4,3,1,3,2,2,2,3,3,3,1,1,2,4,3,3,2,3,3,3,4,4,3,0,1
837,,,,,,,,,,,2,4,4,4,1,2,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,0,0
838,,,,,,,,,,,4,4,4,4,1,3,4,3,2,3,2,2,4,4,2,3,3,3,2,3,3,1,4,4,4,0,0
839,,,,,,,,,,,4,3,3,3,1,3,4,3,2,3,3,3,3,2,2,3,3,4,2,2,3,3,3,2,4,0,0
840,,,,,,,,,,,3,3,4,4,1,3,3,2,2,3,2,3,4,3,2,3,3,3,2,3,3,3,3,4,3,0,0
841,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,1,3,4,2,0,1
842,,,,,,,,,,,3,4,3,3,1,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,2,2,4,2,0,1
843,,,,,,,,,,,4,4,4,3,1,4,4,4,2,3,3,3,4,2,2,3,3,3,4,2,1,1,2,3,3,0,1
844,,,,,,,,,,,3,2,4,4,1,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,1,2,2,4,3,0,1
845,,,,,,,,,,,3,2,3,4,1,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,1,0,0
846,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,4,4,4,3,2,3,3,3,3,3,3,2,3,4,2,0,0
847,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,3,3,4,2,2,3,3,2,2,2,3,3,3,2,3,0,0
848,,,,,,,,,,,3,4,4,3,1,3,3,3,2,3,3,2,4,3,2,1,3,1,2,1,2,2,2,4,1,0,0
849,,,,,,,,,,,4,3,3,3,1,4,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,3,2,0,1
850,,,,,,,,,,,4,4,3,3,1,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,3,2,3,0,0
851,,,,,,,,,,,4,3,4,3,1,3,2,2,2,3,2,3,3,4,2,3,3,3,2,3,2,3,3,4,2,0,1
852,,,,,,,,,,,4,3,2,3,1,4,4,4,2,3,2,3,3,3,2,2,3,2,2,1,3,1,3,3,2,0,0
853,,,,,,,,,,,3,2,4,3,1,3,4,3,2,4,3,3,4,2,2,3,4,3,1,1,3,3,4,4,4,0,0
854,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,4,3,0,0
855,,,,,,,,,,,4,4,4,4,1,3,3,2,2,4,4,3,3,2,2,4,4,2,3,1,3,2,3,3,3,0,0
856,,,,,,,,,,,3,4,4,4,1,3,1,2,2,1,3,4,3,3,2,3,1,2,3,3,2,2,1,4,2,0,1
857,,,,,,,,,,,4,4,3,3,1,3,4,3,2,3,2,3,3,2,2,3,3,3,2,1,3,2,1,3,4,0,0
858,,,,,,,,,,,4,4,4,4,1,3,4,4,2,4,2,2,3,2,2,3,4,2,3,4,3,2,3,3,1,0,0
859,,,,,,,,,,,4,4,4,4,1,3,4,4,2,4,2,2,3,1,2,3,4,1,3,4,3,2,3,4,1,0,0
860,,,,,,,,,,,3,4,3,3,1,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,4,4,0,0
861,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,3,1,3,2,0,1
862,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,3,3,3,2,3,4,3,2,1,3,3,3,2,3,0,0
863,,,,,,,,,,,3,4,3,2,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,3,0,0
864,,,,,,,,,,,3,1,3,2,1,3,4,4,2,4,3,3,4,4,2,3,4,3,1,1,3,3,4,2,2,0,0
865,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,3,2,2,2,4,4,4,1,3,2,3,3,3,0,0
866,,,,,,,,,,,3,3,3,4,1,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,3,2,3,4,3,0,0
867,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,1,4,4,2,2,3,4,4,2,1,4,2,2,2,4,0,0
868,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,4,4,2,3,3,2,3,3,3,2,3,4,3,0,0
869,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,3,3,3,2,4,4,3,2,1,3,3,3,4,4,0,0
870,,,,,,,,,,,4,2,4,4,1,3,4,3,2,3,1,2,3,2,2,3,3,2,2,1,3,2,3,3,2,0,0
871,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,0,0
872,,,,,,,,,,,4,4,4,4,1,2,2,2,6,3,3,3,2,1,3,3,3,4,2,3,3,3,4,2,3,0,1
873,,,,,,,,,,,4,4,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,4,0,0
874,,,,,,,,,,,4,4,4,4,1,4,4,4,2,3,2,3,4,1,2,3,3,4,1,1,3,3,3,3,2,0,0
875,,,,,,,,,,,2,3,3,3,1,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,1
876,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,3,4,4,2,2,3,4,4,2,3,3,2,3,3,3,0,0
877,,,,,,,,,,,3,3,4,4,1,3,4,3,2,4,2,3,4,2,2,3,4,2,2,1,3,1,2,2,2,0,0
878,,,,,,,,,,,4,2,4,2,1,2,3,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,3,4,3,0,1
879,,,,,,,,,,,3,3,4,4,1,3,4,4,2,3,2,3,3,2,2,3,3,2,3,1,3,2,2,3,3,0,0
880,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,4,2,4,3,3,3,2,3,0,0
881,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,4,2,4,4,3,3,3,3,0,0
882,,,,,,,,,,,3,4,4,4,1,1,3,1,2,4,3,3,3,3,2,3,4,3,3,2,3,3,4,4,1,0,0
883,,,,,,,,,,,4,3,4,4,1,2,3,2,2,3,2,3,3,2,3,3,3,3,2,2,3,3,1,4,3,0,0
884,,,,,,,,,,,4,4,4,4,1,2,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,4,0,0
885,,,,,,,,,,,4,2,3,3,1,4,4,4,2,4,2,3,4,2,2,4,4,3,2,1,3,4,3,3,3,0,0
886,,,,,,,,,,,4,4,4,4,1,2,3,1,2,3,4,2,3,1,1,2,3,1,3,3,1,2,3,4,3,0,1
887,,,,,,,,,,,4,2,3,3,1,3,3,3,2,3,2,2,3,2,2,2,3,2,2,4,2,2,3,4,2,0,0
888,,,,,,,,,,,3,2,3,3,1,4,4,4,2,3,2,3,4,4,2,2,3,3,3,2,3,2,2,3,3,0,0
889,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,0
890,,,,,,,,,,,3,2,3,3,1,2,4,3,2,3,2,2,2,2,3,3,3,2,2,1,3,3,3,3,1,0,0
891,,,,,,,,,,,4,4,4,4,1,3,4,3,2,4,3,3,3,3,2,4,4,3,2,1,3,4,4,3,3,0,1
892,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,4,4,4,2,4,4,4,4,2,4,3,4,2,4,0,0
893,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,0,0
894,,,,,,,,,,,4,4,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,2,4,3,3,3,3,1,0,0
895,,,,,,,,,,,4,4,4,4,1,3,3,4,2,4,1,1,4,2,2,3,4,3,1,3,3,3,3,3,4,0,0
896,,,,,,,,,,,4,4,4,4,1,3,4,2,2,3,4,3,4,2,2,3,3,2,2,1,3,2,3,3,3,0,0
897,,,,,,,,,,,4,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,3,0,0
898,,,,,,,,,,,4,4,4,4,1,2,1,1,2,2,1,1,4,4,2,2,2,1,1,2,2,2,3,4,1,0,0
899,,,,,,,,,,,4,4,4,4,1,4,3,3,2,3,4,4,4,3,2,3,3,4,2,2,4,3,3,3,1,0,0
900,,,,,,,,,,,4,4,4,4,1,4,4,3,2,4,2,3,4,1,2,4,4,4,2,2,4,4,4,4,3,0,0
901,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,4,0,0
902,,,,,,,,,,,3,4,4,4,1,3,4,3,2,4,3,3,2,1,2,3,4,3,2,3,4,3,3,3,2,0,0
903,,,,,,,,,,,3,3,3,3,1,4,4,4,2,3,2,4,3,2,2,2,3,3,1,3,3,1,3,3,3,0,0
904,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,4,4,4,3,2,3,3,3,3,2,3,3,3,3,3,0,0
905,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,1,3,4,3,2,4,4,3,2,1,3,4,3,3,4,0,0
906,,,,,,,,,,,3,3,4,4,1,4,4,4,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,0,0
907,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,3,3,1,1,2,2,3,2,3,3,3,3,3,4,3,0,1
908,,,,,,,,,,,4,3,3,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,4,3,0,1
909,,,,,,,,,,,3,4,3,3,1,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,1,4,2,0,1
910,,,,,,,,,,,4,4,4,3,1,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,4,3,2,4,0,1
911,,,,,,,,,,,4,3,4,4,1,3,3,2,2,3,3,3,4,3,2,3,3,3,4,3,3,2,3,3,3,0,0
912,,,,,,,,,,,4,4,4,4,1,4,4,2,2,3,4,4,1,1,2,3,3,3,3,1,3,3,3,3,4,0,0
913,,,,,,,,,,,3,3,4,4,1,3,3,3,2,4,2,4,4,3,2,4,4,3,2,3,3,4,3,3,3,0,0
914,,,,,,,,,,,4,4,4,4,1,3,4,3,2,3,4,4,4,3,2,3,3,2,2,2,3,2,3,3,3,0,0
915,,,,,,,,,,,4,2,4,4,1,3,3,4,2,4,2,2,4,1,2,3,4,4,4,4,3,3,2,1,4,0,0
916,,,,,,,,,,,4,4,4,4,1,3,3,4,2,3,2,2,4,1,2,4,3,3,2,1,2,1,4,4,4,0,0
917,,,,,,,,,,,4,4,4,3,1,3,3,3,2,4,2,4,4,2,2,4,4,2,2,2,3,3,3,4,4,0,0
918,,,,,,,,,,,2,3,3,3,1,3,3,2,2,3,3,3,3,3,2,2,3,1,2,3,2,2,3,3,3,0,0
919,,,,,,,,,,,4,4,3,3,1,3,4,3,2,4,3,3,2,2,2,3,4,2,2,2,3,3,3,3,2,0,0
920,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,2,2,0,0
921,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,0,0
922,,,,,,,,,,,3,3,4,4,1,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,0,0
923,,,,,,,,,,,3,3,3,3,1,4,4,4,2,4,2,3,3,2,2,4,4,4,3,2,4,2,3,2,2,0,0
924,,,,,,,,,,,3,3,4,4,1,2,3,2,2,3,3,3,4,3,2,3,3,2,2,2,2,3,3,4,3,0,0
925,,,,,,,,,,,3,2,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,0,1
926,,,,,,,,,,,4,4,4,4,1,3,3,3,2,4,3,3,4,3,2,3,4,3,2,1,3,3,3,4,3,0,0
927,,,,,,,,,,,4,4,4,3,1,2,3,2,2,4,1,4,4,1,2,3,4,3,3,4,3,3,3,3,3,0,1
928,,,,,,,,,,,3,4,4,4,1,1,1,1,2,2,3,3,1,1,2,3,2,2,3,2,2,3,3,3,3,0,1
929,,,,,,,,,,,3,3,4,4,1,2,3,2,2,3,3,3,4,2,2,3,3,1,3,3,3,2,3,4,3,0,1
930,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
931,,,,,,,,,,,2,3,4,4,1,2,2,2,2,3,2,3,3,2,2,3,3,3,3,1,3,3,2,2,3,0,1
932,,,,,,,,,,,3,4,4,3,1,3,3,2,2,3,2,2,4,3,2,2,3,2,2,3,3,2,3,4,3,0,0
933,,,,,,,,,,,3,4,4,3,1,3,3,3,2,3,2,3,3,1,2,3,3,2,3,1,3,2,3,4,3,0,1
934,,,,,,,,,,,3,4,4,4,1,4,4,3,2,4,4,4,4,3,2,4,4,3,3,3,4,3,4,1,4,0,1
935,,,,,,,,,,,4,4,4,3,1,3,3,2,2,3,1,3,2,3,2,3,3,2,2,2,2,2,2,4,2,0,0
936,,,,,,,,,,,4,4,4,3,1,4,4,4,2,3,4,3,4,3,2,3,3,2,3,1,2,2,3,3,1,0,0
937,,,,,,,,,,,3,3,3,4,1,2,3,1,2,3,1,3,3,3,2,3,3,2,2,3,3,2,1,3,1,0,1
938,,,,,,,,,,,3,3,3,3,1,3,3,3,2,4,2,2,3,1,2,3,4,2,2,2,2,2,2,3,3,0,0
939,,,,,,,,,,,4,4,4,3,1,4,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,4,2,0,1
940,,,,,,,,,,,4,4,3,3,1,4,4,3,2,4,3,3,3,3,2,4,4,3,2,4,3,3,3,3,3,0,1
941,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,4,3,0,0
942,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,0,0
943,,,,,,,,,,,4,3,3,2,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,1,3,2,3,3,3,0,0
944,,,,,,,,,,,3,4,4,3,1,4,4,4,2,4,1,3,4,1,2,3,4,2,2,1,3,2,3,4,4,0,0
945,,,,,,,,,,,4,1,4,4,1,4,4,4,2,4,4,4,2,2,2,3,4,3,3,1,3,2,3,2,4,0,0
946,,,,,,,,,,,4,4,4,3,1,3,4,3,2,3,3,3,4,2,2,4,3,3,1,4,3,4,3,3,4,0,0
947,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,3,2,1,3,3,2,4,2,0,0
948,,,,,,,,,,,2,3,4,3,1,3,3,3,2,4,3,3,3,3,2,3,4,1,2,3,2,3,3,4,4,0,0
949,,,,,,,,,,,3,4,4,4,1,1,2,1,2,3,1,1,4,2,2,3,3,3,3,3,3,3,3,4,4,0,1
950,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,0,1
951,,,,,,,,,,,4,4,4,4,1,2,3,2,2,2,2,3,3,3,2,3,2,2,2,4,4,4,3,4,4,0,1
952,,,,,,,,,,,3,3,3,3,1,3,3,1,2,1,3,3,4,4,2,3,1,2,2,3,3,2,2,3,2,0,1
953,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,2,3,3,2,2,3,3,2,1,2,3,3,3,3,0,1
954,,,,,,,,,,,3,4,4,3,1,2,2,2,2,3,2,3,4,3,2,3,3,3,2,2,2,1,3,4,3,0,1
955,,,,,,,,,,,3,3,4,4,1,2,2,2,2,2,3,2,3,4,2,1,2,1,4,2,1,1,1,4,2,0,1
956,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,0,0
957,,,,,,,,,,,4,4,4,4,1,3,3,2,2,3,4,3,4,3,2,3,3,2,4,4,2,2,3,4,3,0,1
958,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,0,0
959,,,,,,,,,,,3,2,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,0,1
960,,,,,,,,,,,2,4,3,3,2,1,2,1,2,2,2,2,2,3,2,3,2,1,2,4,2,3,3,4,1,0,0
961,,,,,,,,,,,4,4,4,3,2,4,4,4,2,3,3,3,4,4,2,3,3,3,4,1,3,2,3,4,4,0,0
962,,,,,,,,,,,3,3,4,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,3,3,3,0,1
963,,,,,,,,,,,3,2,3,3,2,3,3,1,2,3,2,3,2,3,2,3,3,2,2,2,2,2,3,4,1,0,1
964,,,,,,,,,,,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,4,3,4,4,4,4,4,3,4,0,1
965,,,,,,,,,,,3,3,4,4,2,3,3,3,2,3,1,3,3,3,2,3,3,3,3,1,3,3,3,3,3,0,1
966,,,,,,,,,,,3,4,4,4,2,2,3,3,2,3,2,3,4,4,2,3,3,2,1,3,3,3,3,4,3,0,0
967,,,,,,,,,,,3,4,4,4,2,3,2,2,2,3,2,3,3,2,2,2,3,3,4,2,3,3,3,4,2,0,1
968,,,,,,,,,,,3,3,3,4,2,3,3,2,2,3,3,3,4,2,2,3,3,2,4,2,3,3,2,4,2,0,1
969,,,,,,,,,,,3,4,4,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,0,1
970,,,,,,,,,,,1,2,3,3,2,1,1,1,2,2,2,2,2,3,2,2,2,1,3,3,1,1,2,4,1,0,0
971,,,,,,,,,,,4,3,3,4,2,3,3,3,2,3,4,2,3,3,2,2,3,3,3,3,2,2,2,3,3,0,0
972,,,,,,,,,,,2,4,4,4,2,2,3,2,2,3,3,3,4,3,2,3,3,2,1,2,2,2,3,4,3,0,0
973,,,,,,,,,,,3,3,4,4,2,2,3,2,2,2,2,2,4,3,2,3,2,3,2,3,2,1,3,4,3,0,1
974,,,,,,,,,,,4,4,4,4,2,1,3,3,2,3,4,4,3,3,2,3,3,2,3,2,3,3,3,3,4,0,1
975,,,,,,,,,,,4,3,3,3,2,3,3,3,2,3,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,0,1
976,,,,,,,,,,,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,4,2,0,1
977,,,,,,,,,,,4,4,3,4,2,2,3,3,2,2,4,2,3,4,2,1,2,2,3,4,2,3,3,4,2,0,1
978,,,,,,,,,,,4,4,4,4,1,2,3,3,2,3,2,2,4,4,3,3,3,2,2,2,3,3,3,4,4,0,0
979,,,,,,,,,,,3,4,4,3,2,2,2,2,2,2,2,3,3,3,2,3,2,1,3,4,2,2,3,4,2,0,1
980,,,,,,,,,,,4,4,4,4,2,3,3,3,2,3,3,3,3,1,2,2,3,2,3,4,2,1,4,4,4,0,1
981,,,,,,,,,,,3,3,4,4,2,4,4,4,2,3,4,4,4,4,2,3,3,3,1,1,4,4,4,3,3,0,1
982,,,,,,,,,,,3,3,4,4,2,2,1,1,2,1,2,2,3,1,2,3,1,1,3,2,1,2,2,4,4,0,1
983,,,,,,,,,,,4,2,4,4,1,3,2,1,1,2,1,3,4,3,2,3,2,1,4,3,2,1,2,4,3,0,1
984,,,,,,,,,,,3,2,2,3,1,3,4,4,-1,3,2,2,3,1,2,3,3,3,3,4,3,3,3,1,2,0,0
985,,,,,,,,,,,3,1,4,3,1,3,2,4,4,3,3,4,4,4,2,2,3,2,2,1,3,3,3,2,4,0,0
986,,,,,,,,,,,4,4,4,4,1,3,3,2,2,2,2,3,3,3,2,4,2,3,1,2,3,3,4,4,3,0,0
987,,,,,,,,,,,3,3,3,3,1,4,3,3,2,3,2,3,2,1,2,4,3,3,2,2,4,3,4,3,4,0,0
988,,,,,,,,,,,4,2,3,3,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,3,0,0
989,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,2,3,4,3,2,3,3,2,3,3,3,2,3,3,3,0,0
990,,,,,,,,,,,4,4,4,3,1,4,3,3,2,3,3,3,4,2,2,2,3,2,3,1,2,1,1,3,4,0,0
991,,,,,,,,,,,3,4,4,4,1,3,4,2,2,3,4,3,4,2,2,3,3,2,2,4,3,3,2,4,3,0,0
992,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,4,1,2,3,4,3,4,4,4,3,3,4,4,0,0
993,,,,,,,,,,,3,3,3,4,1,3,4,2,2,3,3,3,4,3,2,3,3,2,1,1,2,2,3,4,3,0,0
994,,,,,,,,,,,4,4,3,3,1,4,4,3,2,4,4,4,4,3,2,4,4,3,2,1,4,3,4,3,4,0,0
995,,,,,,,,,,,3,2,4,4,1,4,4,4,2,4,3,3,2,2,2,3,4,3,2,2,3,3,1,3,2,0,0
996,,,,,,,,,,,3,3,3,3,1,3,3,2,2,2,3,2,1,2,2,2,2,2,4,4,3,2,1,3,2,0,0
997,,,,,,,,,,,2,3,4,4,1,3,3,2,2,3,2,3,2,3,2,2,3,3,3,4,2,1,3,4,2,0,0
998,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,3,4,3,0,1
999,,,,,,,,,,,3,4,4,4,1,4,4,4,2,4,1,3,3,4,2,3,4,4,1,2,3,3,4,4,2,0,0
1000,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,3,3,1,1,2,3,3,2,3,4,3,3,3,4,3,0,1
1001,,,,,,,,,,,4,4,4,4,1,3,4,3,2,3,2,2,3,2,2,3,3,2,2,1,3,3,3,2,4,0,0
1002,,,,,,,,,,,3,3,4,4,1,1,3,3,2,1,3,3,4,2,2,2,1,2,3,2,1,1,2,4,2,0,1
1003,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,2,2,2,3,2,0,1
1004,,,,,,,,,,,4,2,3,3,1,4,4,4,2,4,4,3,4,3,2,3,4,4,3,2,3,3,3,3,3,0,1
1005,,,,,,,,,,,2,3,4,4,1,1,3,2,2,1,3,2,1,2,2,1,1,2,3,4,1,1,2,4,2,0,1
1006,,,,,,,,,,,3,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,4,1,0,0
1007,,,,,,,,,,,3,3,4,4,1,2,4,2,2,3,2,3,3,4,2,3,3,2,3,2,1,3,2,4,3,0,0
1008,,,,,,,,,,,3,2,3,4,1,3,3,2,2,3,2,2,3,1,2,2,3,2,4,3,3,1,2,3,2,0,1
1009,,,,,,,,,,,3,3,3,3,1,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,3,2,0,0
1010,,,,,,,,,,,3,4,4,4,1,4,4,4,2,4,2,3,3,2,2,4,4,4,1,1,4,4,4,1,4,0,0
1011,,,,,,,,,,,4,4,4,4,1,3,3,1,2,3,3,3,1,2,2,3,3,1,2,1,3,3,3,4,1,0,0
1012,,,,,,,,,,,4,3,4,4,1,4,4,3,2,4,2,2,4,3,2,3,4,3,2,2,3,3,4,2,3,0,0
1013,,,,,,,,,,,4,3,4,4,1,3,2,2,2,2,2,3,3,3,2,1,2,1,3,2,2,2,3,4,4,0,0
1014,,,,,,,,,,,3,2,3,3,1,2,2,4,2,3,3,3,4,4,2,3,3,2,2,2,2,3,3,4,3,0,0
1015,,,,,,,,,,,3,2,3,4,1,3,3,4,2,3,3,2,3,4,2,3,3,2,2,1,3,3,3,4,3,0,0
1016,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,4,4,2,2,4,4,4,3,1,2,2,2,4,2,0,0
1017,,,,,,,,,,,4,1,4,4,1,2,2,2,2,3,4,4,4,3,2,2,3,3,2,3,3,2,2,2,3,0,0
1018,,,,,,,,,,,3,3,4,4,1,3,4,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,3,3,3,0,0
1019,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,3,4,3,3,2,3,3,2,2,3,3,3,3,4,3,0,1
1020,,,,,,,,,,,3,3,4,4,1,2,3,2,2,2,3,3,3,3,2,1,2,2,4,3,2,3,2,4,2,0,1
1021,,,,,,,,,,,3,4,4,4,1,3,1,1,2,3,4,4,3,4,2,3,3,2,3,3,3,4,3,4,4,0,1
1022,,,,,,,,,,,3,3,4,3,1,3,4,4,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,0,0
1023,,,,,,,,,,,2,3,4,4,1,3,3,3,2,3,1,3,3,2,2,2,3,2,4,4,2,2,4,3,1,0,0
1024,,,,,,,,,,,3,2,3,3,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,0,0
1025,,,,,,,,,,,3,2,3,3,1,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,3,2,0,0
1026,,,,,,,,,,,4,4,3,4,1,3,2,2,2,3,2,3,3,3,2,2,3,2,3,3,2,2,1,4,2,0,1
1027,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,4,3,0,0
1028,,,,,,,,,,,3,3,4,4,1,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,3,3,3,4,3,0,0
1029,,,,,,,,,,,3,2,3,2,1,1,1,1,5,2,2,2,2,3,2,2,2,1,3,4,2,1,2,4,1,0,1
1030,,,,,,,,,,,4,4,4,3,1,4,4,4,2,4,2,4,4,2,2,3,4,2,2,1,3,4,4,4,4,0,0
1031,,,,,,,,,,,4,3,3,4,1,4,4,4,2,4,4,4,4,2,2,4,4,4,2,1,4,3,1,2,1,0,0
